Loading training data...
    Train err  |   Test err  |   Alpha   |   Loss   
            102| 0.478873239437| 0.444444444444|            0.0|  435.597628146
            103| 0.514084507042| 0.416666666667|            0.0|  150.432941563
            104| 0.577464788732| 0.638888888889|            0.0|  266.216739378
            105| 0.492957746479| 0.388888888889|            0.0|  300.561297846
            106| 0.584507042254| 0.638888888889|            0.0|  205.961772962
            107| 0.542253521127| 0.555555555556|            0.0|  401.986013023
            108| 0.669014084507| 0.611111111111|            0.0|  205.734355838
            109| 0.450704225352| 0.388888888889|            0.0|  242.053684919
            110| 0.556338028169| 0.638888888889|            0.0|  151.587618112
            111| 0.521126760563| 0.472222222222|            0.0|  313.684676956
            112| 0.591549295775| 0.638888888889|            0.0|  218.121603392
            113| 0.528169014085| 0.416666666667|            0.0|  366.056094725
            114| 0.556338028169| 0.638888888889|            0.0|  152.012482986
            115| 0.612676056338| 0.555555555556|            0.0|   258.55909828
            116| 0.591549295775| 0.638888888889|            0.0|  335.449754613
            117| 0.704225352113| 0.638888888889|            0.0|  363.351147092
            118|  0.56338028169|            0.5|            0.0|  339.459546586
            119| 0.591549295775| 0.638888888889|            0.0|   451.31284938
            120| 0.485915492958| 0.388888888889|            0.0|  394.327866752
            121| 0.394366197183| 0.416666666667|            0.0|  122.118780485
            122| 0.457746478873| 0.472222222222|            0.0|  135.622715321
            123|            0.5| 0.416666666667|            0.0|  189.501131783
            124| 0.514084507042| 0.527777777778|            0.0|  217.335991333
            125| 0.570422535211| 0.555555555556|            0.0|  251.295026508
            126| 0.591549295775| 0.638888888889|            0.0|  309.893833643
            127| 0.619718309859| 0.611111111111|            0.0|  380.325580392
            128| 0.556338028169| 0.472222222222|            0.0|  275.546913785
            129| 0.591549295775| 0.638888888889|            0.0|  374.938664107
            130| 0.633802816901| 0.611111111111|            0.0|  454.098931196
            131| 0.654929577465| 0.666666666667|            0.0|  331.705741582
            132| 0.591549295775| 0.638888888889|            0.0|   552.28874938
            133| 0.739436619718| 0.694444444444|            0.0|  485.804103254
            134| 0.647887323944| 0.666666666667|            0.0|  471.235816663
            135| 0.591549295775| 0.638888888889|            0.0|  682.358594516
            136| 0.492957746479| 0.416666666667|            0.0|  230.032233527
            137| 0.591549295775| 0.638888888889|            0.0|  227.823755388
            138|            0.5| 0.416666666667|            0.0|  412.485365828
            139| 0.323943661972|           0.25|            0.0|  119.097039971
            140| 0.415492957746| 0.388888888889|            0.0|  142.909170503
            141| 0.711267605634| 0.666666666667|            0.0|  159.246015787
            142| 0.401408450704| 0.361111111111|            0.0|  252.335112404
            143| 0.359154929577| 0.333333333333|            0.0|  114.479730384
            144| 0.676056338028| 0.638888888889|            0.0|  146.648677724
            145| 0.415492957746| 0.388888888889|            0.0|  224.869443014
            146| 0.401408450704| 0.388888888889|            0.0|  116.774327637
            147|            0.5| 0.416666666667|            0.0|  163.999365566
            148| 0.591549295775| 0.638888888889|            0.0|  305.434411831
            149| 0.464788732394| 0.388888888889|            0.0|  422.104494574
            150| 0.380281690141| 0.333333333333|            0.0|  123.383438604
            151| 0.528169014085| 0.611111111111|            0.0|  191.902931679
            152| 0.535211267606| 0.527777777778|            0.0|  286.174640711
            153| 0.577464788732| 0.638888888889|            0.0|  250.671702489
            154| 0.464788732394| 0.388888888889|            0.0|  309.413617612
            155| 0.492957746479| 0.583333333333|            0.0|  171.078193463
            156| 0.492957746479| 0.388888888889|            0.0|  272.521054089
            157| 0.591549295775| 0.638888888889|            0.0|  217.104222739
            158| 0.492957746479| 0.416666666667|            0.0|  394.647754543
            159| 0.323943661972| 0.333333333333|            0.0|  115.627592257
            160| 0.429577464789| 0.361111111111|            0.0|  131.579059557
            161| 0.471830985915|            0.5|            0.0|   194.60784403
            162| 0.619718309859| 0.583333333333|            0.0|  224.974230005
            163| 0.577464788732| 0.638888888889|            0.0|  334.708441591
            164| 0.704225352113| 0.638888888889|            0.0|  369.888585855
            165| 0.556338028169| 0.472222222222|            0.0|  347.192830833
            166| 0.591549295775| 0.638888888889|            0.0|  462.302704465
            167| 0.471830985915| 0.388888888889|            0.0|  362.417632166
            168|  0.37323943662| 0.416666666667|            0.0|  112.988196189
            169| 0.514084507042| 0.444444444444|            0.0|  130.465075607
            170| 0.556338028169| 0.638888888889|            0.0|  233.189268294
            171| 0.619718309859| 0.583333333333|            0.0|  376.207578593
            172| 0.683098591549| 0.666666666667|            0.0|  278.122702653
            173| 0.492957746479| 0.583333333333|            0.0|  266.854348861
            174| 0.669014084507| 0.666666666667|            0.0|  362.046853437
            175| 0.415492957746| 0.388888888889|            0.0|  355.009519344
            176| 0.549295774648| 0.611111111111|            0.0|  162.530538061
            177| 0.528169014085| 0.472222222222|            0.0|  358.528793432
            178|  0.43661971831| 0.416666666667|            0.0|  175.153108522
            179| 0.577464788732|            0.5|            0.0|   182.57585596
            180| 0.556338028169| 0.638888888889|            0.0|  302.026806601
            181| 0.612676056338| 0.583333333333|            0.0|  309.016128386
            182| 0.408450704225| 0.388888888889|            0.0|  263.087190581
            183| 0.485915492958| 0.555555555556|            0.0|  142.255777715
            184| 0.471830985915| 0.444444444444|            0.0|  299.039978344
            185| 0.478873239437|            0.5|            0.0|  182.123716712
            186| 0.485915492958| 0.416666666667|            0.0|  236.120960294
            187| 0.591549295775| 0.638888888889|            0.0|  242.472730674
            188| 0.457746478873| 0.388888888889|            0.0|  388.269492469
            189| 0.316901408451| 0.277777777778|            0.0|  106.634029451
            190| 0.274647887324| 0.194444444444|            0.0|  112.155217473
            191| 0.394366197183| 0.388888888889|            0.0|  137.593474526
            192| 0.577464788732| 0.472222222222|            0.0|  144.052074305
            193| 0.408450704225| 0.388888888889|            0.0|  208.147583813
            194| 0.302816901408| 0.333333333333|            0.0|  108.198968265
            195|  0.43661971831| 0.333333333333|            0.0|  134.628813817
            196| 0.591549295775| 0.638888888889|            0.0|  248.149720521
            197| 0.457746478873| 0.388888888889|            0.0|  397.286417306
            198| 0.352112676056| 0.305555555556|            0.0|   110.46666036
            199| 0.387323943662| 0.388888888889|            0.0|  131.915842219
3.0 182.207401371
Loading training data...
    Train err  |   Test err  |   Alpha   |   Loss   
              0| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 813.626059332 and 1 tape(s)
              1| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 1081.75252325 and 1 tape(s)
              2| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 572.049348528 and 1 tape(s)
              3| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 680.473352771 and 1 tape(s)
              4| 0.570422535211| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 325.845923502 and 1 tape(s)
              5| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 229.166443726 and 1 tape(s)
              6| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 465.243464035 and 1 tape(s)
              7| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 432.523605155 and 1 tape(s)
              8| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 531.498839604 and 1 tape(s)
              9| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 817.056250966 and 1 tape(s)
             10| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 259.718683338 and 1 tape(s)
             11| 0.633802816901| 0.666666666667|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 384.004471541 and 1 tape(s)
             12| 0.647887323944| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 248.490650439 and 1 tape(s)
             13| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 337.75400178 and 1 tape(s)
             14| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 474.298464496 and 1 tape(s)
             15| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 325.161824141 and 1 tape(s)
             16| 0.633802816901| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 443.508333267 and 1 tape(s)
             17| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 576.54986628 and 1 tape(s)
             18| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 551.635171879 and 1 tape(s)
             19| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 444.851417451 and 1 tape(s)
             20| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 506.349250793 and 1 tape(s)
             21| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 751.660590517 and 1 tape(s)
             22| 0.852112676056| 0.833333333333|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 268.575313998 and 1 tape(s)
             23| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 233.255259576 and 1 tape(s)
             24| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 445.621853823 and 1 tape(s)
             25| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 485.97160261 and 1 tape(s)
             26| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 553.66429968 and 1 tape(s)
             27| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 789.97451871 and 1 tape(s)
             28| 0.633802816901| 0.666666666667|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 234.50827 and 1 tape(s)
             29| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 342.213440553 and 1 tape(s)
             30| 0.507042253521|            0.5|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 388.799119719 and 1 tape(s)
             31| 0.394366197183| 0.583333333333|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 177.468738767 and 1 tape(s)
             32|  0.69014084507| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 168.108687772 and 1 tape(s)
             33| 0.570422535211| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 256.625454885 and 1 tape(s)
             34| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 305.387000715 and 1 tape(s)
             35| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 457.385460019 and 1 tape(s)
             36| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 226.825101465 and 1 tape(s)
             37| 0.422535211268| 0.555555555556|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 365.148999442 and 1 tape(s)
             38| 0.380281690141| 0.555555555556|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 237.215709679 and 1 tape(s)
             39| 0.528169014085|            0.5|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 153.275855964 and 1 tape(s)
             40| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 228.13084487 and 1 tape(s)
             41| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 454.087953859 and 1 tape(s)
             42| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 430.048588043 and 1 tape(s)
             43| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 534.800177436 and 1 tape(s)
             44| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 778.417335161 and 1 tape(s)
             45| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 242.657347407 and 1 tape(s)
             46| 0.549295774648| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 365.526319387 and 1 tape(s)
             47| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 196.511931963 and 1 tape(s)
             48| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 354.329341479 and 1 tape(s)
             49| 0.683098591549| 0.666666666667|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 381.8952203 and 1 tape(s)
             50| 0.415492957746| 0.555555555556|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 137.947541114 and 1 tape(s)
             51|  0.62676056338| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 145.114470827 and 1 tape(s)
             52| 0.612676056338| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 201.140257594 and 1 tape(s)
             53| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 363.691450159 and 1 tape(s)
             54|  0.69014084507| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 391.486261378 and 1 tape(s)
             55|  0.62676056338| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 311.24472528 and 1 tape(s)
             56| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 542.11865348 and 1 tape(s)
             57| 0.591549295775| 0.583333333333|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 388.495061635 and 1 tape(s)
             58| 0.598591549296| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 244.508413542 and 1 tape(s)
             59| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 414.408013549 and 1 tape(s)
             60| 0.718309859155| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 466.062162551 and 1 tape(s)
             61| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 392.151818977 and 1 tape(s)
             62| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 659.505371653 and 1 tape(s)
             63| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 376.742041394 and 1 tape(s)
             64| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 430.342804113 and 1 tape(s)
             65| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 696.60192242 and 1 tape(s)
             66| 0.647887323944| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 284.818134712 and 1 tape(s)
             67| 0.577464788732| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 331.361048135 and 1 tape(s)
             68|  0.56338028169| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 183.336296389 and 1 tape(s)
             69| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 335.66932869 and 1 tape(s)
             70| 0.478873239437| 0.472222222222|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 440.887369206 and 1 tape(s)
             71| 0.387323943662| 0.527777777778|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 127.620218101 and 1 tape(s)
             72| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 200.674161206 and 1 tape(s)
             73| 0.605633802817| 0.666666666667|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 421.361755263 and 1 tape(s)
             74| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 269.264977487 and 1 tape(s)
             75| 0.450704225352| 0.583333333333|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 323.159363353 and 1 tape(s)
             76| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 338.635654875 and 1 tape(s)
             77| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 493.669843637 and 1 tape(s)
             78| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 542.630805914 and 1 tape(s)
             79| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 516.331353328 and 1 tape(s)
             80| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 756.768356823 and 1 tape(s)
             81| 0.647887323944| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 241.512233467 and 1 tape(s)
             82| 0.577464788732| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 356.08194444 and 1 tape(s)
             83|            0.5| 0.472222222222|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 222.313667392 and 1 tape(s)
             84| 0.577464788732| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 274.64143898 and 1 tape(s)
             85| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 466.091685607 and 1 tape(s)
             86| 0.760563380282| 0.611111111111|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 410.635246915 and 1 tape(s)
             87| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 473.125545199 and 1 tape(s)
             88| 0.647887323944|           0.75|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 689.635567165 and 1 tape(s)
             89| 0.514084507042|            0.5|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 235.647183651 and 1 tape(s)
             90| 0.584507042254| 0.694444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 188.801051052 and 1 tape(s)
             91| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 337.483125927 and 1 tape(s)
             92| 0.598591549296| 0.583333333333|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 368.288598104 and 1 tape(s)
             93|            0.5| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 255.041250447 and 1 tape(s)
             94| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 350.40177803 and 1 tape(s)
             95| 0.485915492958| 0.444444444444|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 448.082924001 and 1 tape(s)
             96| 0.492957746479| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 142.702278827 and 1 tape(s)
             97| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 309.171805465 and 1 tape(s)
             98| 0.485915492958| 0.472222222222|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 399.753646364 and 1 tape(s)
             99| 0.457746478873| 0.555555555556|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 169.027465785 and 1 tape(s)
            100| 0.591549295775| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 243.576376823 and 1 tape(s)
            101| 0.521126760563| 0.555555555556|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 334.530244939 and 1 tape(s)
            102| 0.577464788732| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 181.766310915 and 1 tape(s)
            103| 0.605633802817| 0.666666666667|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 311.576649973 and 1 tape(s)
            104| 0.577464788732| 0.638888888889|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 291.284542995 and 1 tape(s)
            105| 0.521126760563| 0.555555555556|Autograd FloatNode with value 0.0 and 1 tape(s)|Autograd FloatNode with value 210.26313851 and 1 tape(s)
