    Train err  |   Test err  |   Alpha
 0.056338028169|0.0833333333333| -2.17016930163
0.0492957746479|0.0833333333333| -2.23104851791
0.0422535211268|0.0833333333333| -2.25156324856
0.0352112676056|0.0833333333333|  -2.3040049926
0.0352112676056|0.0833333333333| -2.31085394172
0.0352112676056|0.0833333333333| -2.34239398102
0.0422535211268|0.0833333333333| -2.41510294122
0.0422535211268|0.0833333333333| -2.47660037281
0.0422535211268|0.0833333333333|  -2.5958073304
0.0492957746479|0.0555555555556| -2.79790084716
0.0492957746479|0.0555555555556|  -2.7436496527
0.0492957746479|0.0555555555556| -2.68294767324
 0.056338028169|0.0555555555556| -2.66113469065
0.0492957746479|0.0555555555556| -2.74814714482
0.0492957746479|0.0555555555556| -2.74943066795
0.0492957746479|0.0555555555556| -2.77702047599
0.0492957746479|0.0555555555556| -2.80674040149
0.0422535211268|0.0555555555556|  -2.8086445082
0.0422535211268|0.0555555555556| -2.82124648228
0.0422535211268|0.0555555555556| -2.83027425485
0.0492957746479|0.0555555555556| -2.85859420522
0.0492957746479|0.0555555555556| -2.88965367906
0.0422535211268|0.0555555555556| -2.93040607651
0.0422535211268|0.0555555555556| -2.95195136149
0.0422535211268|0.0555555555556| -2.96785946688
0.0422535211268|0.0555555555556| -2.93166169563
0.0492957746479|0.0555555555556| -2.88839192322
0.0492957746479|0.0555555555556|  -2.8381403041
0.0492957746479|0.0555555555556| -2.83352338362
0.0492957746479|0.0555555555556| -2.82737669109
0.0422535211268|0.0555555555556| -2.81311900382
0.0422535211268|0.0555555555556| -2.80899393126
0.0422535211268|0.0555555555556|  -2.8065706347
0.0422535211268|0.0555555555556| -2.81141129928
0.0422535211268|0.0555555555556| -2.82701529299
0.0422535211268|0.0555555555556| -2.85969647386
0.0422535211268|0.0555555555556| -2.88474058599
0.0422535211268|0.0555555555556| -2.90984505216
0.0422535211268|0.0555555555556| -2.93260374535
0.0422535211268|0.0555555555556| -2.97854028194
0.0422535211268|0.0555555555556| -2.98636802436
0.0352112676056|0.0555555555556| -3.02784748356
0.0352112676056|0.0555555555556| -3.05084467191
0.0352112676056|0.0555555555556| -3.04252318735
0.0422535211268|0.0555555555556| -3.03030672118
0.0422535211268|0.0555555555556| -3.03938084298
0.0352112676056|0.0555555555556| -3.03723274639
0.0352112676056|0.0555555555556| -3.04114317124
0.0352112676056|0.0555555555556|  -3.0435828043
0.0352112676056|0.0277777777778| -3.04318675462
0.0422535211268|0.0555555555556| -3.03257238439
0.0352112676056|0.0555555555556| -3.00831035992
0.0422535211268|0.0555555555556| -2.99421940868
0.0422535211268|0.0555555555556| -2.99927664679
0.0352112676056|0.0555555555556| -2.99956605399
0.0352112676056|0.0555555555556| -3.00026406184
0.0352112676056|0.0555555555556| -3.00297028155
0.0352112676056|0.0555555555556| -3.01028440573
0.0352112676056|0.0555555555556| -3.02631500794
0.0422535211268|0.0555555555556|  -3.0587959486
0.0492957746479|0.0555555555556| -3.11013053179
0.0492957746479|0.0555555555556|  -3.1771537944
0.0492957746479|0.0555555555556| -3.17446114072
0.0492957746479|0.0555555555556| -3.16749560014
0.0492957746479|0.0555555555556| -3.16198997649
0.0492957746479|0.0555555555556| -3.16582202733
0.0492957746479|0.0555555555556| -3.16481443829
0.0492957746479|0.0555555555556| -3.15339585567
0.0492957746479|0.0555555555556| -3.14470839598
0.0492957746479|0.0555555555556| -3.12957494046
0.0492957746479|0.0555555555556| -3.14358347739
0.0492957746479|0.0555555555556|    -3.13647116
0.0492957746479|0.0555555555556|  -3.1389428597
0.0492957746479|0.0555555555556| -3.14959822602
0.0492957746479|0.0555555555556|  -3.1594911543
0.0492957746479|0.0555555555556| -3.16205812106
0.0492957746479|0.0555555555556|  -3.1621048383
0.0492957746479|0.0555555555556| -3.15099109851
0.0492957746479|0.0555555555556| -3.13920457023
0.0492957746479|0.0555555555556| -3.12846666111
0.0492957746479|0.0555555555556|  -3.1016045124
0.0492957746479|0.0555555555556| -3.07609838224
0.0492957746479|0.0555555555556| -3.06769435403
0.0492957746479|0.0555555555556| -3.07135788709
0.0492957746479|0.0555555555556| -3.10713478277
0.0492957746479|0.0555555555556| -3.12272470389
0.0492957746479|0.0555555555556| -3.12596410903
0.0492957746479|0.0555555555556| -3.13433085479
0.0492957746479|0.0555555555556| -3.15134088917
0.0492957746479|0.0555555555556| -3.14965964193
0.0492957746479|0.0555555555556| -3.14987612089
0.0492957746479|0.0555555555556| -3.15375545927
0.0492957746479|0.0555555555556| -3.16200381902
0.0492957746479|0.0555555555556| -3.16325253782
0.0492957746479|0.0555555555556| -3.17779561857
0.0492957746479|0.0555555555556| -3.20024825137
0.0492957746479|0.0555555555556| -3.25755643673
0.0492957746479|0.0555555555556| -3.27269185964
0.0492957746479|0.0555555555556| -3.28667870185
0.0492957746479|0.0277777777778| -3.35429372057
0.0492957746479|0.0555555555556| -3.37388978699
0.0492957746479|0.0277777777778| -3.38756854981
0.0492957746479|0.0277777777778|  -3.3950897469
0.0492957746479|0.0277777777778| -3.40214437755
0.0492957746479|0.0555555555556| -3.41401641756
0.0492957746479|0.0555555555556| -3.43997346769
0.0492957746479|0.0555555555556| -3.47441777549
0.0492957746479|0.0555555555556| -3.49768819717
0.0492957746479|0.0555555555556| -3.51610649286
0.0492957746479|0.0555555555556| -3.51658008245
0.0492957746479|0.0555555555556| -3.51373165917
0.0492957746479|0.0555555555556| -3.51194824502
0.0492957746479|0.0555555555556|  -3.5012233018
0.0492957746479|0.0555555555556| -3.50209145276
0.0492957746479|0.0555555555556| -3.50337857468
0.0492957746479|0.0555555555556|  -3.4839568863
0.0492957746479|0.0555555555556| -3.49740866148
0.0492957746479|0.0555555555556| -3.51985486167
0.0492957746479|0.0555555555556| -3.49040197039
0.0492957746479|0.0555555555556| -3.54022035419
0.0492957746479|0.0555555555556| -3.54995457535
0.0492957746479|0.0555555555556| -3.54483438662
0.0492957746479|0.0555555555556| -3.54447654942
0.0492957746479|0.0555555555556| -3.53976415855
0.0492957746479|0.0555555555556|  -3.5462751103
0.0492957746479|0.0555555555556| -3.52947304987
0.0492957746479|0.0555555555556| -3.56191771239
0.0492957746479|0.0555555555556|   -3.646529401
0.0492957746479|0.0555555555556| -3.65766422083
0.0492957746479|0.0555555555556| -3.66339447645
0.0492957746479|0.0555555555556| -3.66376462753
0.0492957746479|0.0555555555556| -3.65576366101
0.0492957746479|0.0555555555556| -3.65584706641
0.0492957746479|0.0555555555556| -3.65961945673
0.0492957746479|0.0555555555556| -3.66268244181
0.0492957746479|0.0555555555556| -3.67843339259
0.0492957746479|0.0555555555556| -3.67885202417
0.0492957746479|0.0555555555556| -3.68077876555
0.0492957746479|0.0555555555556| -3.68534283858
0.0492957746479|0.0555555555556| -3.69605652683
0.0492957746479|0.0555555555556|  -3.7066564106
0.0492957746479|0.0555555555556|   -3.727681472
0.0492957746479|0.0555555555556| -3.75115331254
0.0492957746479|0.0555555555556| -3.80661172759
0.0492957746479|0.0555555555556| -3.82561468557
0.0492957746479|0.0555555555556| -3.91678288744
0.0492957746479|0.0555555555556| -3.93265766434
0.0492957746479|0.0555555555556| -3.97853633254
0.0492957746479|0.0555555555556| -4.10040596549
0.0492957746479|0.0555555555556| -4.15034360815
0.0492957746479|0.0555555555556| -4.14792720732
0.0492957746479|0.0555555555556| -4.14292569099
0.0492957746479|0.0555555555556| -4.13461639324
0.0492957746479|0.0555555555556| -4.15648367936
0.0492957746479|0.0555555555556| -4.22644598928
0.0492957746479|0.0555555555556| -4.20849669492
0.0492957746479|0.0555555555556| -4.22080068364
0.0492957746479|0.0555555555556| -4.23407755852
0.0492957746479|0.0555555555556| -4.23256093923
0.0492957746479|0.0555555555556| -4.23500416918
0.0492957746479|0.0555555555556| -4.24335242084
0.0492957746479|0.0555555555556| -4.26013896562
0.0492957746479|0.0555555555556| -4.29043823335
0.0492957746479|0.0555555555556| -4.28074183779
0.0492957746479|0.0555555555556| -4.30268973787
0.0492957746479|0.0555555555556| -4.30450929108
0.0492957746479|0.0555555555556|  -4.2906410519
0.0492957746479|0.0555555555556| -4.27164859669
0.0492957746479|0.0555555555556| -4.27705640265
0.0492957746479|0.0555555555556|  -4.2549296394
0.0492957746479|0.0555555555556| -4.24234236398
0.0492957746479|0.0555555555556| -4.23440799523
0.0492957746479|0.0555555555556| -4.22616189118
0.0492957746479|0.0555555555556| -4.23655911651
0.0492957746479|0.0555555555556| -4.23683374533
0.0492957746479|0.0555555555556| -4.23936394094
0.0492957746479|0.0555555555556| -4.24044187627
0.0492957746479|0.0555555555556| -4.23902314996
0.0492957746479|0.0555555555556| -4.24308067379
0.0492957746479|0.0555555555556| -4.23600410685
0.0492957746479|0.0555555555556| -4.22990809813
0.0492957746479|0.0555555555556| -4.19548759443
0.0492957746479|0.0555555555556| -4.18675706591
0.0492957746479|0.0555555555556| -4.17958324284
0.0492957746479|0.0555555555556| -4.17284031525
0.0492957746479|0.0555555555556| -4.17761278581
0.0492957746479|0.0555555555556| -4.15604841748
0.0492957746479|0.0555555555556| -4.19457712143
0.0492957746479|0.0555555555556| -4.25058692514
0.0492957746479|0.0555555555556| -4.28001853685
0.0492957746479|0.0555555555556| -4.40628110676
0.0492957746479|0.0555555555556| -4.40082377074
0.0492957746479|0.0555555555556| -4.39228303496
0.0492957746479|0.0555555555556| -4.39990065981
0.0492957746479|0.0555555555556| -4.38779525246
0.0492957746479|0.0555555555556| -4.43328340962
0.0492957746479|0.0555555555556| -4.38925318962
0.0492957746479|0.0555555555556| -4.36510994916
0.0492957746479|0.0555555555556| -4.35872577158
0.0492957746479|0.0555555555556| -4.38882469595
0.0492957746479|0.0555555555556| -4.38095576195
0.0492957746479|0.0555555555556| -4.39133218186
0.0492957746479|0.0555555555556| -4.39380974249
0.0492957746479|0.0555555555556| -4.40383000042
0.0492957746479|0.0555555555556| -4.42656594827
0.0422535211268|0.0555555555556| -4.44097037753
0.0422535211268|0.0555555555556| -4.46505310672
0.0492957746479|0.0555555555556| -4.59509439131
0.0492957746479|0.0555555555556| -4.58552386943
0.0492957746479|0.0555555555556| -4.57677527034
0.0492957746479|0.0555555555556| -4.60809719338
0.0492957746479|0.0555555555556| -4.59731507189
0.0492957746479|0.0555555555556| -4.62122243107
0.0492957746479|0.0555555555556| -4.76182009742
0.0492957746479|0.0555555555556| -4.77473335199
0.0492957746479|0.0555555555556| -4.80808900342
0.0492957746479|0.0555555555556| -4.80479802441
0.0492957746479|0.0555555555556| -4.79508884648
0.0492957746479|0.0555555555556| -4.76230757233
0.0492957746479|0.0555555555556| -4.76005356392
0.0492957746479|0.0555555555556|  -4.7508580194
0.0492957746479|0.0555555555556| -4.73583606386
0.0492957746479|0.0555555555556| -4.74018145891
0.0492957746479|0.0555555555556| -4.74037717381
0.0492957746479|0.0555555555556| -4.75396112508
0.0492957746479|0.0555555555556| -4.78877589771
0.0492957746479|0.0555555555556| -4.79717052877
0.0492957746479|0.0555555555556| -4.79287456523
0.0492957746479|0.0555555555556| -4.76092964025
0.0492957746479|0.0555555555556| -4.75215109449
0.0492957746479|0.0555555555556| -4.74714250944
0.0492957746479|0.0555555555556| -4.75612191605
0.0492957746479|0.0555555555556| -4.76568058701
0.0492957746479|0.0555555555556| -4.80542905635
0.0492957746479|0.0555555555556| -4.81151819434
0.0492957746479|0.0555555555556| -4.83154085973
0.0492957746479|0.0555555555556| -5.02269798126
0.0492957746479|0.0555555555556| -5.05895623302
0.0492957746479|0.0555555555556| -5.15084743903
0.0492957746479|0.0555555555556|  -5.3708950208
0.0492957746479|0.0555555555556|  -5.3717205644
0.0492957746479|0.0555555555556| -5.37190704836
0.0492957746479|0.0555555555556| -5.37321000428
0.0492957746479|0.0555555555556| -5.37527948878
0.0492957746479|0.0555555555556| -5.39535504662
0.0492957746479|0.0555555555556|   -5.406380778
0.0492957746479|0.0555555555556| -5.42794605358
0.0492957746479|0.0555555555556| -5.45808572519
0.0492957746479|0.0555555555556| -5.46986012786
0.0492957746479|0.0555555555556| -5.49622684976
0.0492957746479|0.0555555555556|  -5.5001455831
0.0492957746479|0.0555555555556| -5.49731531272
0.0492957746479|0.0555555555556| -5.49120782755
0.0492957746479|0.0555555555556| -5.45210690283
0.0492957746479|0.0555555555556|  -5.4395040921
0.0492957746479|0.0555555555556| -5.44025653943
0.0492957746479|0.0555555555556| -5.44522118657
0.0492957746479|0.0555555555556| -5.45409604262
0.0492957746479|0.0555555555556|   -5.481099866
0.0492957746479|0.0555555555556| -5.54085363556
0.0492957746479|0.0555555555556| -5.54366262696
0.0492957746479|0.0555555555556| -5.62523664565
0.0492957746479|0.0555555555556| -5.70926738219
0.0492957746479|0.0555555555556| -5.71724993289
0.0492957746479|0.0555555555556| -5.71048399217
0.0492957746479|0.0555555555556| -5.70975190574
0.0492957746479|0.0555555555556| -5.71062943041
0.0492957746479|0.0555555555556| -5.76460242494
0.0492957746479|0.0555555555556| -5.79178319827
0.0492957746479|0.0555555555556| -5.85928094073
0.0492957746479|0.0555555555556| -5.87188597596
0.0492957746479|0.0555555555556| -5.88210731371
0.0492957746479|0.0555555555556| -5.89430169402
0.0492957746479|0.0555555555556| -5.91991688829
0.0492957746479|0.0555555555556| -5.96786948028
0.0492957746479|0.0555555555556| -6.00936693137
0.0492957746479|0.0555555555556| -6.01740219178
0.0422535211268|0.0555555555556| -6.01513704241
0.0422535211268|0.0555555555556| -5.99708192968
0.0492957746479|0.0555555555556| -5.99810464247
0.0422535211268|0.0555555555556| -5.99807547876
0.0422535211268|0.0555555555556| -5.99664517799
0.0422535211268|0.0555555555556|  -5.9938496149
0.0422535211268|0.0555555555556| -5.99198390681
0.0492957746479|0.0555555555556| -5.99047306882
0.0422535211268|0.0555555555556| -5.99535504145
0.0492957746479|0.0555555555556| -6.00024760288
0.0492957746479|0.0555555555556| -6.01526425467
0.0492957746479|0.0555555555556| -6.03181343335
0.0492957746479|0.0555555555556| -6.04439774329
0.0492957746479|0.0555555555556| -6.05059130218
0.0492957746479|0.0555555555556| -6.06157212283
0.0492957746479|0.0555555555556| -6.07186014745
0.0492957746479|0.0555555555556| -6.08262131673
0.0492957746479|0.0555555555556| -6.09243108422
0.0422535211268|0.0555555555556|   -6.123735682
0.0422535211268|0.0555555555556| -6.16408602044
0.0422535211268|0.0555555555556| -6.20563951702
0.0492957746479|0.0555555555556|  -6.2142256199
0.0492957746479|0.0555555555556| -6.22061456412
0.0492957746479|0.0555555555556| -6.22120987867
0.0492957746479|0.0555555555556| -6.22490942955
0.0492957746479|0.0555555555556| -6.22458433111
0.0492957746479|0.0555555555556| -6.22455052949
0.0492957746479|0.0555555555556| -6.22899552836
0.0492957746479|0.0555555555556| -6.21797288416
0.0492957746479|0.0555555555556| -6.21188981346
0.0492957746479|0.0555555555556| -6.18608269653
0.0492957746479|0.0555555555556| -6.17864686417
0.0492957746479|0.0555555555556| -6.14533257491
0.0492957746479|0.0555555555556| -6.12986649261
0.0492957746479|0.0555555555556| -6.12130664739
0.0492957746479|0.0555555555556| -6.12202065642
0.0492957746479|0.0555555555556| -6.11446460585
0.0492957746479|0.0555555555556| -6.07520174723
0.0492957746479|0.0555555555556| -6.05801190381
0.0492957746479|0.0555555555556| -6.03605446182
0.0492957746479|0.0555555555556| -6.05206307449
0.0492957746479|0.0555555555556| -6.10477099046
0.0492957746479|0.0555555555556| -6.11795506506
0.0492957746479|0.0555555555556| -6.15997858276
0.0492957746479|0.0555555555556| -6.17274324269
0.0492957746479|0.0555555555556| -6.20302266793
0.0492957746479|0.0555555555556| -6.22761563276
0.0492957746479|0.0555555555556| -6.23460841838
0.0492957746479|0.0555555555556| -6.24616449108
0.0492957746479|0.0555555555556|  -6.2822920384
0.0492957746479|0.0555555555556| -6.33647744899
0.0492957746479|0.0555555555556| -6.36697998718
0.0492957746479|0.0555555555556| -6.36993662914
0.0492957746479|0.0555555555556| -6.37888289324
0.0492957746479|0.0555555555556| -6.38143919236
0.0492957746479|0.0555555555556|  -6.3823275478
0.0492957746479|0.0555555555556| -6.39023491057
0.0492957746479|0.0555555555556|  -6.3930736989
0.0492957746479|0.0555555555556|  -6.3977005474
0.0492957746479|0.0555555555556| -6.39954801379
0.0492957746479|0.0555555555556| -6.39980826621
0.0492957746479|0.0555555555556|  -6.3945549063
0.0492957746479|0.0555555555556| -6.38221276651
0.0492957746479|0.0555555555556| -6.36578852966
0.0492957746479|0.0555555555556|   -6.343658895
0.0492957746479|0.0555555555556| -6.33920007919
0.0492957746479|0.0555555555556| -6.32227092363
0.0492957746479|0.0555555555556| -6.32672545594
0.0492957746479|0.0555555555556| -6.35543836795
0.0492957746479|0.0555555555556| -6.37742484411
0.0492957746479|0.0555555555556|  -6.3782636481
0.0492957746479|0.0555555555556| -6.38655842582
0.0492957746479|0.0555555555556| -6.38132670318
0.0492957746479|0.0555555555556| -6.37906773083
0.0492957746479|0.0555555555556| -6.37931124908
0.0492957746479|0.0555555555556|  -6.3805619833
0.0492957746479|0.0555555555556|    -6.38328819
0.0492957746479|0.0555555555556| -6.39266637301
0.0492957746479|0.0555555555556| -6.40204818621
0.0492957746479|0.0555555555556| -6.43183693783
0.0492957746479|0.0555555555556| -6.44421134843
0.0492957746479|0.0555555555556| -6.44460124153
0.0492957746479|0.0555555555556| -6.44159949585
0.0492957746479|0.0555555555556| -6.43733103221
0.0492957746479|0.0555555555556| -6.43613870225
0.0492957746479|0.0555555555556| -6.43167822865
0.0492957746479|0.0555555555556| -6.42858661736
0.0492957746479|0.0555555555556| -6.43035299751
0.0492957746479|0.0555555555556| -6.43167885704
0.0492957746479|0.0555555555556| -6.43504825836
0.0492957746479|0.0555555555556| -6.43386519381
0.0492957746479|0.0555555555556| -6.43054826898
0.0492957746479|0.0555555555556| -6.42701200843
0.0492957746479|0.0555555555556| -6.42740638906
0.0492957746479|0.0555555555556| -6.42663204997
0.0492957746479|0.0555555555556| -6.43072828366
0.0492957746479|0.0555555555556|  -6.4369827487
0.0492957746479|0.0555555555556| -6.45139596528
0.0492957746479|0.0555555555556| -6.45504877555
0.0492957746479|0.0555555555556| -6.46043517305
0.0492957746479|0.0555555555556| -6.46157638783
0.0492957746479|0.0555555555556|  -6.4607239609
0.0492957746479|0.0555555555556| -6.46052847198
0.0492957746479|0.0555555555556| -6.45828365624
0.0492957746479|0.0555555555556| -6.45853536403
0.0492957746479|0.0555555555556| -6.46025919793
0.0492957746479|0.0555555555556| -6.46284576233
0.0492957746479|0.0555555555556| -6.46616852746
0.0492957746479|0.0555555555556| -6.47724909154
0.0492957746479|0.0555555555556|  -6.4804381701
0.0492957746479|0.0555555555556|  -6.4957443696
0.0492957746479|0.0555555555556| -6.50653196708
0.0492957746479|0.0555555555556| -6.51149074202
0.0492957746479|0.0555555555556|  -6.5115249878
0.0492957746479|0.0555555555556| -6.51149040555
0.0492957746479|0.0555555555556| -6.51004792946
0.0492957746479|0.0555555555556| -6.51110041843
0.0492957746479|0.0555555555556| -6.53022999689
0.0492957746479|0.0555555555556| -6.52648206306
0.0492957746479|0.0555555555556| -6.52803637322
0.0492957746479|0.0555555555556| -6.52863824635
0.0492957746479|0.0555555555556| -6.53146113887
0.0492957746479|0.0555555555556| -6.54218948728
0.0492957746479|0.0555555555556| -6.55151981243
0.0492957746479|0.0555555555556| -6.56896994861
0.0492957746479|0.0555555555556| -6.57863948432
0.0492957746479|0.0555555555556| -6.59455176445
0.0492957746479|0.0555555555556| -6.60415665276
0.0492957746479|0.0555555555556| -6.60643692383
0.0492957746479|0.0555555555556| -6.60685726334
0.0492957746479|0.0555555555556| -6.60364756065
0.0492957746479|0.0555555555556| -6.60115820278
0.0492957746479|0.0555555555556| -6.59898754155
0.0492957746479|0.0555555555556| -6.59491521295
0.0492957746479|0.0555555555556| -6.59685083015
0.0492957746479|0.0555555555556| -6.59809894331
0.0492957746479|0.0555555555556| -6.59790281377
0.0492957746479|0.0555555555556| -6.59529370447
0.0492957746479|0.0555555555556| -6.60555739424
0.0492957746479|0.0555555555556|  -6.5921589465
0.0492957746479|0.0555555555556| -6.59248284429
0.0492957746479|0.0555555555556| -6.60052841183
0.0492957746479|0.0555555555556| -6.61145910363
0.0492957746479|0.0555555555556| -6.61549244295
0.0492957746479|0.0555555555556| -6.61427891531
0.0492957746479|0.0555555555556| -6.61419846052
0.0492957746479|0.0555555555556| -6.61516137124
0.0492957746479|0.0555555555556| -6.61722329481
0.0492957746479|0.0555555555556| -6.62132069477
0.0492957746479|0.0555555555556| -6.63983875813
0.0492957746479|0.0555555555556| -6.64499424428
0.0492957746479|0.0555555555556| -6.66263003897
0.0492957746479|0.0555555555556| -6.65859582227
0.0492957746479|0.0555555555556| -6.66727765671
0.0492957746479|0.0555555555556| -6.70695443125
0.0492957746479|0.0555555555556| -6.70060226435
0.0492957746479|0.0555555555556| -6.69860428462
0.0492957746479|0.0555555555556| -6.70217922564
0.0492957746479|0.0555555555556| -6.70524354151
0.0492957746479|0.0555555555556| -6.71083213014
0.0492957746479|0.0555555555556| -6.71425506339
0.0492957746479|0.0555555555556| -6.73124117268
0.0492957746479|0.0555555555556|  -6.7305184255
0.0492957746479|0.0555555555556|   -6.721034215
0.0492957746479|0.0555555555556| -6.71289807996
0.0492957746479|0.0555555555556| -6.71313162162
0.0492957746479|0.0555555555556| -6.71361489531
0.0492957746479|0.0555555555556| -6.71350291262
0.0492957746479|0.0555555555556| -6.71470937096
0.0492957746479|0.0555555555556| -6.71614531783
0.0492957746479|0.0555555555556| -6.71609552951
0.0492957746479|0.0555555555556| -6.70870603923
0.0492957746479|0.0555555555556| -6.71540663191
0.0492957746479|0.0555555555556| -6.71398930807
0.0492957746479|0.0555555555556| -6.71440385239
0.0492957746479|0.0555555555556| -6.71967645063
0.0492957746479|0.0555555555556| -6.72892760362
0.0492957746479|0.0555555555556| -6.76813538254
0.0492957746479|0.0555555555556| -6.81801192811
0.0492957746479|0.0555555555556| -6.82143450375
0.0492957746479|0.0555555555556| -6.87879128568
0.0492957746479|0.0555555555556|   -6.898707374
0.0492957746479|0.0555555555556| -6.89890035681
0.0492957746479|0.0555555555556| -6.89716243958
0.0492957746479|0.0555555555556| -6.89652085683
0.0492957746479|0.0555555555556| -6.89643732454
0.0492957746479|0.0555555555556| -6.89824662809
0.0492957746479|0.0555555555556| -6.90481826486
0.0492957746479|0.0555555555556| -6.89786557145
0.0492957746479|0.0555555555556| -6.91449917629
0.0492957746479|0.0555555555556| -6.91934425004
0.0492957746479|0.0555555555556| -6.93631067525
0.0492957746479|0.0555555555556| -6.95734511068
0.0492957746479|0.0555555555556| -6.98049513869
0.0492957746479|0.0555555555556|  -7.0023713022
0.0492957746479|0.0555555555556| -6.99908987527
0.0492957746479|0.0555555555556| -6.99569814319
0.0492957746479|0.0555555555556| -6.98865958556
0.0492957746479|0.0555555555556| -6.98992883547
0.0492957746479|0.0555555555556|  -7.0070480119
0.0492957746479|0.0555555555556| -7.02057062923
0.0492957746479|0.0555555555556| -7.03329492486
0.0492957746479|0.0555555555556| -7.04470579602
0.0492957746479|0.0555555555556| -7.05593244182
0.0492957746479|0.0555555555556|   -7.086081958
0.0492957746479|0.0555555555556| -7.10366825682
0.0492957746479|0.0555555555556| -7.13886389634
0.0492957746479|0.0555555555556| -7.15818754326
0.0492957746479|0.0555555555556|  -7.2858456878
0.0492957746479|0.0555555555556| -7.31169003191
0.0492957746479|0.0555555555556| -7.36666459563
0.0492957746479|0.0555555555556| -7.34330603481
0.0492957746479|0.0555555555556| -7.32354946428
0.0492957746479|0.0555555555556| -7.32082624817
0.0492957746479|0.0555555555556| -7.32716301889
0.0492957746479|0.0555555555556| -7.33767534508
0.0492957746479|0.0555555555556| -7.35639144934
0.0492957746479|0.0555555555556| -7.36601344995
0.0492957746479|0.0555555555556| -7.36963580121
0.0492957746479|0.0555555555556| -7.36398593379
0.0492957746479|0.0555555555556| -7.36177484582
0.0492957746479|0.0555555555556| -7.36914818429
0.0492957746479|0.0555555555556| -7.36918909648
0.0492957746479|0.0555555555556| -7.37805809219
0.0492957746479|0.0555555555556|  -7.3845361599
0.0492957746479|0.0555555555556| -7.40265368144
0.0492957746479|0.0555555555556| -7.46537396114
0.0492957746479|0.0555555555556| -7.58330624001
0.0492957746479|0.0555555555556| -7.73786109956
0.0492957746479|0.0555555555556| -7.75166097571
0.0492957746479|0.0555555555556| -7.84937995552
0.0492957746479|0.0555555555556| -7.86691518209
0.0492957746479|0.0555555555556| -7.84142333652
0.0492957746479|0.0555555555556| -7.81912696034
0.0492957746479|0.0555555555556| -7.81577560971
0.0492957746479|0.0555555555556| -7.77799605096
0.0492957746479|0.0555555555556| -7.76991730183
0.0492957746479|0.0555555555556| -7.77575811996
